date,temp_atmos_10,radW/m2,netW/m2
date
2022-01-26 10:15:00+00:00,-21.81,19.38,-36.67
2022-01-26 10:30:00+00:00,-21.95,19.25,-38.43
2022-01-26 10:45:00+00:00,-22.10,19.69,-39.54
2022-01-26 11:00:00+00:00,-22.27,19.61,-34.30
2022-01-26 11:15:00+00:00,-22.43,19.40,-34.71
2022-01-26 11:30:00+00:00,-22.57,19.76,-33.69
2022-01-26 11:45:00+00:00,-22.69,19.44,-40.61
2022-01-26 12:00:00+00:00,-22.75,18.99,-31.91
2022-01-26 12:15:00+00:00,-22.79,20.10,-26.42
2022-01-26 12:30:00+00:00,-22.95,19.95,-29.64
2022-01-26 12:45:00+00:00,-23.04,20.18,-31.72
2022-01-26 13:00:00+00:00,-22.91,21.43,-37.96
2022-01-26 13:15:00+00:00,-23.13,24.91,-34.22
2022-01-26 13:30:00+00:00,-23.06,39.04,-35.53
2022-01-26 13:45:00+00:00,-22.91,77.79,-30.50
2022-01-26 14:00:00+00:00,-22.60,122.87,-17.12
2022-01-26 14:15:00+00:00,-22.38,173.98,-0.93
2022-01-26 14:30:00+00:00,-22.07,218.33,14.30
2022-01-26 14:45:00+00:00,-21.86,260.58,33.76
2022-01-26 15:00:00+00:00,-21.50,299.85,46.80
2022-01-26 15:15:00+00:00,-21.17,336.18,49.31
2022-01-26 15:30:00+00:00,-20.61,370.62,72.50
2022-01-26 15:45:00+00:00,-20.01,405.31,62.24
2022-01-26 16:00:00+00:00,-19.30,435.45,86.84
2022-01-26 16:15:00+00:00,-18.95,469.56,84.64
2022-01-26 16:30:00+00:00,-18.63,495.24,76.20
2022-01-26 16:45:00+00:00,-18.13,515.29,82.57
2022-01-26 17:00:00+00:00,-17.61,542.84,86.53
2022-01-26 17:15:00+00:00,-17.15,558.84,73.17
2022-01-26 17:30:00+00:00,-16.90,576.35,49.48
2022-01-26 17:45:00+00:00,-16.38,579.84,90.75
2022-01-26 18:00:00+00:00,-16.18,582.30,81.68
2022-01-26 18:15:00+00:00,-16.04,582.36,71.41
2022-01-26 18:30:00+00:00,-15.79,583.66,62.84
2022-01-26 18:45:00+00:00,-15.60,574.10,69.55
2022-01-26 19:00:00+00:00,-15.41,564.97,65.15
2022-01-26 19:15:00+00:00,-15.21,553.25,57.79
2022-01-26 19:30:00+00:00,-14.88,532.83,54.95
2022-01-26 19:45:00+00:00,-14.59,511.89,52.48
2022-01-26 20:00:00+00:00,-14.12,489.65,7.96
2022-01-26 20:15:00+00:00,-13.62,461.47,4.36
2022-01-26 20:30:00+00:00,-13.37,430.43,-7.89
2022-01-26 20:45:00+00:00,-12.99,396.67,1.27
2022-01-26 21:00:00+00:00,-12.77,358.05,-2.58
2022-01-26 21:15:00+00:00,-12.65,316.70,-11.41
2022-01-26 21:30:00+00:00,-12.59,278.69,-24.76
2022-01-26 21:45:00+00:00,-12.52,236.29,-48.78
2022-01-26 22:00:00+00:00,-12.50,191.16,-71.94
2022-01-26 22:15:00+00:00,-12.38,148.10,-77.42
2022-01-26 22:30:00+00:00,-12.72,106.23,-82.02
2022-01-26 22:45:00+00:00,-13.39,68.76,-71.62
2022-01-26 23:00:00+00:00,-14.07,31.35,-50.89
2022-01-26 23:15:00+00:00,-14.41,21.47,-47.13
2022-01-26 23:30:00+00:00,-14.59,19.01,-44.99
2022-01-26 23:45:00+00:00,-14.81,18.76,-44.92
2022-01-27 00:00:00+00:00,-14.91,18.75,-42.81
2022-01-27 00:15:00+00:00,-15.15,18.64,-46.00
2022-01-27 00:30:00+00:00,-15.35,18.64,-44.04
2022-01-27 00:45:00+00:00,-15.45,18.75,-40.85
2022-01-27 01:00:00+00:00,-15.54,18.53,-41.29
2022-01-27 01:15:00+00:00,-15.59,18.90,-39.00
2022-01-27 01:30:00+00:00,-15.58,18.87,-39.29
2022-01-27 01:45:00+00:00,-15.52,18.61,-41.09
2022-01-27 02:00:00+00:00,-15.27,18.84,-37.43
2022-01-27 02:15:00+00:00,-15.02,18.73,-39.66
2022-01-27 02:30:00+00:00,-14.84,18.61,-34.56
2022-01-27 02:45:00+00:00,-14.40,18.20,-31.26
2022-01-27 03:00:00+00:00,-14.23,18.31,-35.07
2022-01-27 03:15:00+00:00,-13.91,18.06,-34.23
2022-01-27 03:30:00+00:00,-13.75,18.33,-32.43
2022-01-27 03:45:00+00:00,-13.62,17.98,-33.79
2022-01-27 04:00:00+00:00,-13.58,17.84,-33.03
2022-01-27 04:15:00+00:00,-13.27,18.03,-33.60
2022-01-27 04:30:00+00:00,-13.11,17.44,-33.08
2022-01-27 04:45:00+00:00,-12.89,17.38,-30.61
2022-01-27 05:00:00+00:00,-12.87,17.30,-30.84
2022-01-27 05:15:00+00:00,-12.64,17.30,-29.23
2022-01-27 05:30:00+00:00,-12.48,17.35,-28.47
2022-01-27 05:45:00+00:00,-12.28,17.18,-26.29
2022-01-27 06:00:00+00:00,-12.07,16.95,-24.07
2022-01-27 06:15:00+00:00,-11.77,17.22,-16.77
2022-01-27 06:30:00+00:00,-11.27,17.15,2.03
2022-01-27 06:45:00+00:00,-10.95,17.04,3.62
2022-01-27 07:00:00+00:00,-10.37,17.48,5.11
2022-01-27 07:15:00+00:00,-9.85,17.14,4.75
2022-01-27 07:30:00+00:00,-9.79,16.83,4.15
2022-01-27 07:45:00+00:00,-9.71,17.09,3.68
2022-01-27 08:00:00+00:00,-9.62,16.82,2.18
2022-01-27 08:15:00+00:00,-9.35,17.04,2.90
2022-01-27 08:30:00+00:00,-9.01,16.89,2.95
2022-01-27 08:45:00+00:00,-8.69,16.81,1.81
2022-01-27 09:00:00+00:00,-8.40,16.74,2.61
2022-01-27 09:15:00+00:00,-8.22,16.66,2.87
2022-01-27 09:30:00+00:00,-8.23,16.75,2.28
2022-01-27 09:45:00+00:00,-8.32,16.69,-1.83
2022-01-27 10:00:00+00:00,-8.43,16.75,-3.58
2022-01-27 10:15:00+00:00,-8.33,16.83,2.85
2022-01-27 10:30:00+00:00,-8.15,16.89,2.63
2022-01-27 10:45:00+00:00,-7.91,16.96,2.32
2022-01-27 11:00:00+00:00,-7.67,16.99,0.74
2022-01-27 11:15:00+00:00,-7.44,16.77,-1.64
2022-01-27 11:30:00+00:00,-7.16,16.82,-4.77
2022-01-27 11:45:00+00:00,-7.05,16.76,-11.97
2022-01-27 12:00:00+00:00,-6.84,16.65,-5.77
2022-01-27 12:15:00+00:00,-6.25,16.72,-3.90
2022-01-27 12:30:00+00:00,-5.73,16.79,-7.47
2022-01-27 12:45:00+00:00,-5.41,16.87,-11.01
2022-01-27 13:00:00+00:00,-5.27,17.48,-15.89
2022-01-27 13:15:00+00:00,-5.19,20.28,-13.47
2022-01-27 13:30:00+00:00,-5.12,32.35,-9.97
2022-01-27 13:45:00+00:00,-4.98,51.36,-4.91
2022-01-27 14:00:00+00:00,-4.97,54.05,-2.32
2022-01-27 14:15:00+00:00,-4.91,68.34,-0.03
2022-01-27 14:30:00+00:00,-4.78,93.27,1.42
2022-01-27 14:45:00+00:00,-4.53,108.02,3.57
2022-01-27 15:00:00+00:00,-4.29,126.41,7.42
2022-01-27 15:15:00+00:00,-4.00,176.20,11.73
2022-01-27 15:30:00+00:00,-3.70,201.51,17.21
2022-01-27 15:45:00+00:00,-3.38,188.83,23.34
2022-01-27 16:00:00+00:00,-3.08,173.09,20.56
2022-01-27 16:15:00+00:00,-2.76,330.65,48.17
2022-01-27 16:30:00+00:00,-2.22,481.24,70.59
2022-01-27 16:45:00+00:00,-2.18,356.56,49.17
2022-01-27 17:00:00+00:00,-2.34,318.27,45.18
2022-01-27 17:15:00+00:00,-2.56,207.76,26.59
2022-01-27 17:30:00+00:00,-2.52,203.53,26.20
2022-01-27 17:45:00+00:00,-2.37,167.39,20.99
2022-01-27 18:00:00+00:00,-2.11,167.77,23.41
2022-01-27 18:15:00+00:00,-2.05,143.31,18.32
2022-01-27 18:30:00+00:00,-1.99,156.88,21.81
2022-01-27 18:45:00+00:00,-2.00,152.10,20.50
2022-01-27 19:00:00+00:00,-1.92,194.71,28.85
2022-01-27 19:15:00+00:00,-1.85,193.95,26.02
2022-01-27 19:30:00+00:00,-1.69,217.84,32.59
2022-01-27 19:45:00+00:00,-1.48,227.00,34.02
2022-01-27 20:00:00+00:00,-1.42,244.48,34.00
2022-01-27 20:15:00+00:00,-1.39,244.89,33.32
2022-01-27 20:30:00+00:00,-1.25,247.56,32.20
2022-01-27 20:45:00+00:00,-1.11,215.08,27.23
2022-01-27 21:00:00+00:00,-1.11,187.70,21.09
2022-01-27 21:15:00+00:00,-1.13,168.25,10.66
2022-01-27 21:30:00+00:00,-1.11,191.25,-11.80
2022-01-27 21:45:00+00:00,-0.99,175.61,-39.10
2022-01-27 22:00:00+00:00,-1.20,162.30,-39.42
2022-01-27 22:15:00+00:00,-1.27,126.12,-45.61
2022-01-27 22:30:00+00:00,-1.72,58.22,-34.77
2022-01-27 22:45:00+00:00,-1.92,41.53,-32.30
2022-01-27 23:00:00+00:00,-2.04,26.52,-26.52
2022-01-27 23:15:00+00:00,-2.05,20.39,-15.05
2022-01-27 23:30:00+00:00,-2.04,17.92,-18.16
2022-01-27 23:45:00+00:00,-2.03,18.46,-14.08
2022-01-28 00:00:00+00:00,-1.98,18.66,-11.76
2022-01-28 00:15:00+00:00,-1.90,18.56,-11.58
2022-01-28 00:30:00+00:00,-1.87,18.74,-9.47
2022-01-28 00:45:00+00:00,-1.85,19.03,-9.60
2022-01-28 01:00:00+00:00,-1.86,18.77,-9.76
2022-01-28 01:15:00+00:00,-1.85,19.66,-8.11
2022-01-28 01:30:00+00:00,-1.83,19.71,-6.78
2022-01-28 01:45:00+00:00,-1.83,19.54,-7.14
2022-01-28 02:00:00+00:00,-1.86,19.21,-7.74
2022-01-28 02:15:00+00:00,-1.90,19.64,-9.21
2022-01-28 02:30:00+00:00,-1.91,19.50,-9.59
2022-01-28 02:45:00+00:00,-1.96,19.70,-10.57
2022-01-28 03:00:00+00:00,-2.03,18.78,-10.51
2022-01-28 03:15:00+00:00,-2.04,19.94,-7.83
2022-01-28 03:30:00+00:00,-2.02,20.02,-8.90
2022-01-28 03:45:00+00:00,-2.23,20.14,-6.84
2022-01-28 04:00:00+00:00,-2.41,20.17,-7.44
2022-01-28 04:15:00+00:00,-2.52,19.72,-6.76
2022-01-28 04:30:00+00:00,-2.59,20.64,-8.41
2022-01-28 04:45:00+00:00,-2.62,20.11,-7.98
2022-01-28 05:00:00+00:00,-2.70,20.05,-8.09
2022-01-28 05:15:00+00:00,-2.99,20.23,-9.76
2022-01-28 05:30:00+00:00,-3.18,20.34,-10.50
2022-01-28 05:45:00+00:00,-3.19,20.26,-13.75
2022-01-28 06:00:00+00:00,-3.14,19.35,-8.49
2022-01-28 06:15:00+00:00,-3.32,20.29,-8.40
2022-01-28 06:30:00+00:00,-3.59,20.69,-8.90
2022-01-28 06:45:00+00:00,-3.92,20.38,-8.24
2022-01-28 07:00:00+00:00,-4.09,20.72,-9.09
2022-01-28 07:15:00+00:00,-4.37,20.39,-10.61
2022-01-28 07:30:00+00:00,-4.57,20.42,-9.54
2022-01-28 07:45:00+00:00,-4.80,20.56,-9.24
2022-01-28 08:00:00+00:00,-4.93,20.54,-8.39
2022-01-28 08:15:00+00:00,-5.04,20.48,-8.98
2022-01-28 08:30:00+00:00,-5.25,20.83,-11.59
2022-01-28 08:45:00+00:00,-5.63,20.02,-9.32
2022-01-28 09:00:00+00:00,-5.94,20.23,-7.48
2022-01-28 09:15:00+00:00,-6.38,19.92,-8.71
2022-01-28 09:30:00+00:00,-6.65,20.17,-7.11
2022-01-28 09:45:00+00:00,-6.91,20.16,-8.29
2022-01-28 10:00:00+00:00,-7.26,20.26,-9.85
2022-01-28 10:15:00+00:00,-7.51,20.59,-10.25
2022-01-28 10:30:00+00:00,-7.75,20.64,-9.85
2022-01-28 10:45:00+00:00,-7.93,20.38,-10.77
2022-01-28 11:00:00+00:00,-8.04,20.41,-7.41
2022-01-28 11:15:00+00:00,-8.13,21.01,-6.00
2022-01-28 11:30:00+00:00,-8.25,20.32,-6.04
2022-01-28 11:45:00+00:00,-8.37,20.89,-5.41
2022-01-28 12:00:00+00:00,-8.45,20.79,-5.37
2022-01-28 12:15:00+00:00,-8.58,21.19,-6.72
2022-01-28 12:30:00+00:00,-8.67,21.08,-6.87
2022-01-28 12:45:00+00:00,-8.68,21.18,-6.45
2022-01-28 13:00:00+00:00,-8.72,21.57,-6.55
2022-01-28 13:15:00+00:00,-8.80,24.42,-6.73
2022-01-28 13:30:00+00:00,-8.91,32.41,-7.36
2022-01-28 13:45:00+00:00,-9.04,38.33,-6.94
2022-01-28 14:00:00+00:00,-9.14,91.31,-9.65
2022-01-28 14:15:00+00:00,-9.07,112.97,-3.67
2022-01-28 14:30:00+00:00,-9.24,125.52,-0.88
2022-01-28 14:45:00+00:00,-9.06,188.31,-8.77
2022-01-28 15:00:00+00:00,-8.88,261.19,14.08
2022-01-28 15:15:00+00:00,-8.72,213.21,2.69
2022-01-28 15:30:00+00:00,-8.71,225.47,7.58
2022-01-28 15:45:00+00:00,-8.31,296.85,-1.64
2022-01-28 16:00:00+00:00,-8.08,291.52,6.46
2022-01-28 16:15:00+00:00,-7.84,366.94,-26.38
2022-01-28 16:30:00+00:00,-7.49,460.59,-86.16
2022-01-28 16:45:00+00:00,-7.10,446.18,-127.21
2022-01-28 17:00:00+00:00,-6.96,442.43,-115.81
2022-01-28 17:15:00+00:00,-6.44,515.09,-123.55
2022-01-28 17:30:00+00:00,-6.22,532.82,-146.07
2022-01-28 17:45:00+00:00,-5.81,500.10,-156.96
2022-01-28 18:00:00+00:00,-5.83,519.27,-107.47
2022-01-28 18:15:00+00:00,-5.82,396.95,-18.53
2022-01-28 18:30:00+00:00,-5.97,362.88,-1.34
2022-01-28 18:45:00+00:00,-6.28,322.81,-8.27
2022-01-28 19:00:00+00:00,-6.13,405.72,-2.20
2022-01-28 19:15:00+00:00,-5.93,545.86,12.66
2022-01-28 19:30:00+00:00,-6.11,384.46,-6.97
2022-01-28 19:45:00+00:00,-6.08,365.75,-22.59
2022-01-28 20:00:00+00:00,-5.99,409.00,-11.21
2022-01-28 20:15:00+00:00,-5.58,412.22,-23.27
2022-01-28 20:30:00+00:00,-5.48,419.12,-11.82
2022-01-28 20:45:00+00:00,-5.16,393.57,-42.51
2022-01-28 21:00:00+00:00,-4.89,356.30,-60.87
2022-01-28 21:15:00+00:00,-4.92,317.48,-55.37
2022-01-28 21:30:00+00:00,-5.05,274.49,-71.43
2022-01-28 21:45:00+00:00,-4.97,236.24,-75.86
2022-01-28 22:00:00+00:00,-5.13,194.71,-78.68
2022-01-28 22:15:00+00:00,-5.75,152.17,-73.50
2022-01-28 22:30:00+00:00,-6.55,112.44,-71.81
2022-01-28 22:45:00+00:00,-6.88,73.60,-68.27
2022-01-28 23:00:00+00:00,-7.44,35.51,-52.43
2022-01-28 23:15:00+00:00,-8.06,23.91,-46.15
2022-01-28 23:30:00+00:00,-8.60,20.66,-41.97
2022-01-28 23:45:00+00:00,-8.96,20.64,-41.09
2022-01-29 00:00:00+00:00,-9.38,20.98,-42.65
2022-01-29 00:15:00+00:00,-9.77,20.41,-43.99
2022-01-29 00:30:00+00:00,-10.20,20.43,-41.24
2022-01-29 00:45:00+00:00,-10.47,19.18,-41.15
2022-01-29 01:00:00+00:00,-10.72,21.04,-38.05
2022-01-29 01:15:00+00:00,-10.84,20.89,-37.42
2022-01-29 01:30:00+00:00,-11.04,20.73,-36.05
2022-01-29 01:45:00+00:00,-11.11,21.51,-22.00
2022-01-29 02:00:00+00:00,-11.10,21.67,-21.66
2022-01-29 02:15:00+00:00,-11.19,20.80,-39.20
2022-01-29 02:30:00+00:00,-11.28,21.16,-29.79
2022-01-29 02:45:00+00:00,-11.40,21.24,-29.27
2022-01-29 03:00:00+00:00,-11.53,22.28,-32.18
2022-01-29 03:15:00+00:00,-11.67,22.15,-37.85
2022-01-29 03:30:00+00:00,-11.86,21.47,-32.22
2022-01-29 03:45:00+00:00,-11.91,21.29,-36.57
2022-01-29 04:00:00+00:00,-12.05,21.63,-29.25
2022-01-29 04:15:00+00:00,-12.10,21.59,-27.95
2022-01-29 04:30:00+00:00,-11.97,22.09,-17.60
2022-01-29 04:45:00+00:00,-11.93,21.85,-25.80
2022-01-29 05:00:00+00:00,-12.02,21.35,-34.47
2022-01-29 05:15:00+00:00,-12.02,21.88,-25.21
2022-01-29 05:30:00+00:00,-11.92,21.95,-20.01
2022-01-29 05:45:00+00:00,-11.84,21.46,-25.14
2022-01-29 06:00:00+00:00,-11.91,21.25,-29.03
2022-01-29 06:15:00+00:00,-12.11,21.84,-20.44
2022-01-29 06:30:00+00:00,-12.13,21.54,-18.21
2022-01-29 06:45:00+00:00,-12.30,21.67,-18.61
2022-01-29 07:00:00+00:00,-12.41,21.61,-20.66
2022-01-29 07:15:00+00:00,-12.58,21.12,-36.77
2022-01-29 07:30:00+00:00,-12.88,20.95,-48.38
2022-01-29 07:45:00+00:00,-13.11,20.94,-41.57
2022-01-29 08:00:00+00:00,-13.48,21.42,-45.61
2022-01-29 08:15:00+00:00,-13.70,20.46,-54.29
2022-01-29 08:30:00+00:00,-13.84,20.20,-47.27
2022-01-29 08:45:00+00:00,-13.89,19.82,-42.22
2022-01-29 09:00:00+00:00,-14.02,21.49,-37.88
2022-01-29 09:15:00+00:00,-14.25,20.71,-40.50
2022-01-29 09:30:00+00:00,-14.44,20.94,-43.11
2022-01-29 09:45:00+00:00,-14.53,20.79,-40.36
2022-01-29 10:00:00+00:00,-14.51,21.52,-20.41
2022-01-29 10:15:00+00:00,-14.30,21.15,-12.03
2022-01-29 10:30:00+00:00,-14.09,21.50,-18.40
2022-01-29 10:45:00+00:00,-13.93,20.97,-21.81
2022-01-29 11:00:00+00:00,-14.10,20.98,-26.92
2022-01-29 11:15:00+00:00,-14.65,20.76,-25.24
2022-01-29 11:30:00+00:00,-14.65,20.67,-11.31
2022-01-29 11:45:00+00:00,-14.56,20.77,-33.98
2022-01-29 12:00:00+00:00,-14.68,19.73,-36.72
2022-01-29 12:15:00+00:00,-14.81,20.59,-31.84
2022-01-29 12:30:00+00:00,-14.97,20.68,-23.92
2022-01-29 12:45:00+00:00,-15.28,20.23,-23.76
2022-01-29 13:00:00+00:00,-15.63,21.32,-32.16
2022-01-29 13:15:00+00:00,-15.50,25.37,-33.21
2022-01-29 13:30:00+00:00,-15.64,37.62,-28.72
2022-01-29 13:45:00+00:00,-15.40,90.16,-23.32
2022-01-29 14:00:00+00:00,-14.70,134.91,-15.97
2022-01-29 14:15:00+00:00,-14.19,182.64,-4.45
2022-01-29 14:30:00+00:00,-13.58,228.73,8.12
2022-01-29 14:45:00+00:00,-13.17,267.77,37.01
2022-01-29 15:00:00+00:00,-12.57,301.83,52.24
2022-01-29 15:15:00+00:00,-11.91,336.03,64.60
2022-01-29 15:30:00+00:00,-11.50,373.53,65.73
2022-01-29 15:45:00+00:00,-11.12,416.41,80.29
2022-01-29 16:00:00+00:00,-10.55,484.60,93.15
2022-01-29 16:15:00+00:00,-10.41,330.82,18.95
2022-01-29 16:30:00+00:00,-9.96,485.52,83.42
2022-01-29 16:45:00+00:00,-9.64,521.52,73.28
2022-01-29 17:00:00+00:00,-9.37,552.73,77.72
2022-01-29 17:15:00+00:00,-8.93,551.07,59.09
2022-01-29 17:30:00+00:00,-8.84,564.58,51.90
2022-01-29 17:45:00+00:00,-8.53,548.69,62.84
2022-01-29 18:00:00+00:00,-8.45,511.12,83.45
2022-01-29 18:15:00+00:00,-8.15,465.58,54.56
2022-01-29 18:30:00+00:00,-8.08,466.25,55.63
2022-01-29 18:45:00+00:00,-7.80,555.98,53.35
2022-01-29 19:00:00+00:00,-7.63,556.36,36.85
2022-01-29 19:15:00+00:00,-7.38,545.74,31.59
2022-01-29 19:30:00+00:00,-7.06,532.78,53.34
2022-01-29 19:45:00+00:00,-6.87,495.03,2.35
2022-01-29 20:00:00+00:00,-6.39,474.23,10.93
2022-01-29 20:15:00+00:00,-6.20,453.87,9.35
2022-01-29 20:30:00+00:00,-6.17,416.31,3.68
2022-01-29 20:45:00+00:00,-6.03,407.06,-7.69
2022-01-29 21:00:00+00:00,-5.80,348.58,-14.40
2022-01-29 21:15:00+00:00,-6.30,248.72,-16.37
2022-01-29 21:30:00+00:00,-6.80,172.87,-16.97
2022-01-29 21:45:00+00:00,-7.05,126.84,-17.57
2022-01-29 22:00:00+00:00,-7.20,111.49,-8.55
2022-01-29 22:15:00+00:00,-7.20,74.45,-7.68
2022-01-29 22:30:00+00:00,-7.23,60.91,-6.71
2022-01-29 22:45:00+00:00,-7.19,41.17,-11.72
2022-01-29 23:00:00+00:00,-7.16,31.20,-12.73
2022-01-29 23:15:00+00:00,-7.12,23.02,-14.70
2022-01-29 23:30:00+00:00,-7.10,19.91,-16.00
2022-01-29 23:45:00+00:00,-7.16,19.81,-15.85
2022-01-30 00:00:00+00:00,-7.28,20.03,-15.32
2022-01-30 00:15:00+00:00,-7.27,20.54,-14.53
2022-01-30 00:30:00+00:00,-7.06,20.33,-10.61
2022-01-30 00:45:00+00:00,-6.97,20.27,-12.77
2022-01-30 01:00:00+00:00,-6.87,20.14,-12.31
2022-01-30 01:15:00+00:00,-6.70,20.14,-12.68
2022-01-30 01:30:00+00:00,-6.54,21.43,-12.37
2022-01-30 01:45:00+00:00,-6.44,20.12,-12.32
2022-01-30 02:00:00+00:00,-6.40,19.75,-23.27
2022-01-30 02:15:00+00:00,-6.46,19.79,-31.74
2022-01-30 02:30:00+00:00,-6.58,19.58,-38.34
2022-01-30 02:45:00+00:00,-6.64,19.98,-34.82
2022-01-30 03:00:00+00:00,-6.63,20.17,-26.72
2022-01-30 03:15:00+00:00,-6.85,20.32,-30.16
2022-01-30 03:30:00+00:00,-6.94,20.21,-36.79
2022-01-30 03:45:00+00:00,-6.94,19.93,-33.24
2022-01-30 04:00:00+00:00,-7.09,19.93,-41.03
2022-01-30 04:15:00+00:00,-7.18,20.34,-36.56
2022-01-30 04:30:00+00:00,-7.28,20.23,-37.43
2022-01-30 04:45:00+00:00,-7.35,20.42,-38.92
2022-01-30 05:00:00+00:00,-7.43,20.33,-40.54
2022-01-30 05:15:00+00:00,-7.54,20.12,-41.83
2022-01-30 05:30:00+00:00,-7.65,20.30,-40.35
2022-01-30 05:45:00+00:00,-7.71,19.80,-43.49
2022-01-30 06:00:00+00:00,-7.80,19.82,-40.78
2022-01-30 06:15:00+00:00,-7.94,19.89,-35.81
2022-01-30 06:30:00+00:00,-8.14,19.87,-29.63
2022-01-30 06:45:00+00:00,-8.41,20.35,-20.39
2022-01-30 07:00:00+00:00,-8.40,20.73,-20.15
2022-01-30 07:15:00+00:00,-8.49,20.55,-27.11
2022-01-30 07:30:00+00:00,-8.60,20.39,-25.43
2022-01-30 07:45:00+00:00,-8.56,20.61,-30.97
2022-01-30 08:00:00+00:00,-8.64,20.37,-31.69
2022-01-30 08:15:00+00:00,-8.61,20.12,-27.65
2022-01-30 08:30:00+00:00,-8.66,20.37,-27.55
2022-01-30 08:45:00+00:00,-8.77,20.45,-33.46
2022-01-30 09:00:00+00:00,-8.86,20.09,-32.20
2022-01-30 09:15:00+00:00,-8.93,20.26,-31.98
2022-01-30 09:30:00+00:00,-9.05,18.23,-33.98
2022-01-30 09:45:00+00:00,-9.14,19.49,-31.49
2022-01-30 10:00:00+00:00,-9.21,19.27,-26.54
2022-01-30 10:15:00+00:00,-9.37,19.15,-38.63
2022-01-30 10:30:00+00:00,-9.36,18.55,-27.81
2022-01-30 10:45:00+00:00,-9.36,18.71,-30.83
2022-01-30 11:00:00+00:00,-9.46,18.65,-21.81
2022-01-30 11:15:00+00:00,-9.49,18.42,-23.69
2022-01-30 11:30:00+00:00,-9.76,18.08,-16.14
2022-01-30 11:45:00+00:00,-9.93,18.45,-22.15
2022-01-30 12:00:00+00:00,-10.10,18.38,-27.97
2022-01-30 12:15:00+00:00,-10.13,18.16,-30.88
2022-01-30 12:30:00+00:00,-10.03,17.98,-29.50
2022-01-30 12:45:00+00:00,-9.90,17.81,-33.08
2022-01-30 13:00:00+00:00,-9.91,19.28,-37.69
2022-01-30 13:15:00+00:00,-10.00,25.22,-39.19
2022-01-30 13:30:00+00:00,-9.99,45.92,-41.55
2022-01-30 13:45:00+00:00,-9.74,93.65,-35.49
2022-01-30 14:00:00+00:00,-9.35,141.20,-28.41
2022-01-30 14:15:00+00:00,-8.92,188.10,-18.12
2022-01-30 14:30:00+00:00,-8.57,233.86,-19.95
2022-01-30 14:45:00+00:00,-8.29,274.39,-33.85
2022-01-30 15:00:00+00:00,-7.96,306.60,4.18
2022-01-30 15:15:00+00:00,-7.50,265.64,0.54
2022-01-30 15:30:00+00:00,-7.17,371.25,19.94
2022-01-30 15:45:00+00:00,-6.60,382.18,39.07
2022-01-30 16:00:00+00:00,-5.68,395.78,30.21
2022-01-30 16:15:00+00:00,-4.89,488.07,48.69
2022-01-30 16:30:00+00:00,-4.41,488.36,29.47
2022-01-30 16:45:00+00:00,-4.05,501.63,41.02
2022-01-30 17:00:00+00:00,-3.49,521.81,52.47
2022-01-30 17:15:00+00:00,-3.10,536.89,34.53
2022-01-30 17:30:00+00:00,-2.58,546.91,52.11
2022-01-30 17:45:00+00:00,-2.20,534.80,34.71
2022-01-30 18:00:00+00:00,-1.85,553.71,31.82
2022-01-30 18:15:00+00:00,-1.61,555.05,51.64
2022-01-30 18:30:00+00:00,-1.47,397.56,-15.32
2022-01-30 18:45:00+00:00,-1.29,511.52,45.01
2022-01-30 19:00:00+00:00,-1.06,541.12,36.72
2022-01-30 19:15:00+00:00,-0.86,555.46,25.56
2022-01-30 19:30:00+00:00,-0.82,338.92,3.48
2022-01-30 19:45:00+00:00,-1.14,256.41,1.92
2022-01-30 20:00:00+00:00,-0.99,247.67,20.88
2022-01-30 20:15:00+00:00,-0.84,205.84,1.96
2022-01-30 20:30:00+00:00,-0.90,150.43,1.47
2022-01-30 20:45:00+00:00,-1.12,88.36,-8.21
2022-01-30 21:00:00+00:00,-1.25,88.66,-0.22
2022-01-30 21:15:00+00:00,-1.61,102.19,-6.58
2022-01-30 21:30:00+00:00,-1.73,84.60,-6.53
2022-01-30 21:45:00+00:00,-1.98,67.60,-5.17
2022-01-30 22:00:00+00:00,-2.06,52.75,-6.73
2022-01-30 22:15:00+00:00,-2.35,48.56,-6.64
2022-01-30 22:30:00+00:00,-2.62,38.78,-7.33
2022-01-30 22:45:00+00:00,-2.87,32.59,-7.29
2022-01-30 23:00:00+00:00,-2.99,23.94,-7.12
2022-01-30 23:15:00+00:00,-3.01,19.31,-6.38
2022-01-30 23:30:00+00:00,-3.00,18.50,-8.30
2022-01-30 23:45:00+00:00,-3.03,17.64,-10.56
2022-01-31 00:00:00+00:00,-3.01,18.86,-8.10
2022-01-31 00:15:00+00:00,-3.04,18.65,-9.81
2022-01-31 00:30:00+00:00,-3.11,18.50,-6.86
2022-01-31 00:45:00+00:00,-3.10,18.52,-6.80
2022-01-31 01:00:00+00:00,-3.13,18.70,-7.37
2022-01-31 01:15:00+00:00,-3.17,18.96,-7.68
2022-01-31 01:30:00+00:00,-3.24,19.18,-9.67
2022-01-31 01:45:00+00:00,-3.24,18.36,-8.44
2022-01-31 02:00:00+00:00,-3.22,18.11,-7.37
2022-01-31 02:15:00+00:00,-3.22,19.55,-6.15
2022-01-31 02:30:00+00:00,-3.30,19.42,-7.09
2022-01-31 02:45:00+00:00,-3.40,19.19,-7.82
2022-01-31 03:00:00+00:00,-3.50,19.42,-7.09
2022-01-31 03:15:00+00:00,-3.55,19.43,-9.32
2022-01-31 03:30:00+00:00,-3.58,19.58,-8.05
