date,temp_atmos_60,temp_atmos_10
2022-01-11 01:15:00+00:00,-14.01,-13.91
2022-01-11 01:30:00+00:00,-14.12,-13.98
2022-01-11 01:45:00+00:00,-14.22,-14.11
2022-01-11 02:00:00+00:00,-14.33,-14.20
2022-01-11 02:15:00+00:00,-14.46,-14.33
2022-01-11 02:30:00+00:00,-14.59,-14.44
2022-01-11 02:45:00+00:00,-14.72,-14.55
2022-01-11 03:00:00+00:00,-14.84,-14.70
2022-01-11 03:15:00+00:00,-14.93,-14.80
2022-01-11 03:30:00+00:00,-14.99,-14.85
2022-01-11 03:45:00+00:00,-15.11,-15.00
2022-01-11 04:00:00+00:00,-15.15,-15.07
2022-01-11 04:15:00+00:00,-15.19,-15.12
2022-01-11 04:30:00+00:00,-15.23,-15.22
2022-01-11 04:45:00+00:00,-15.27,-15.28
2022-01-11 05:00:00+00:00,-15.30,-15.33
2022-01-11 05:15:00+00:00,-15.33,-15.41
2022-01-11 05:30:00+00:00,-15.41,-15.50
2022-01-11 05:45:00+00:00,-15.45,-15.57
2022-01-11 06:00:00+00:00,-15.54,-15.65
2022-01-11 06:15:00+00:00,-15.61,-15.75
2022-01-11 06:30:00+00:00,-15.68,-15.76
2022-01-11 06:45:00+00:00,-15.76,-15.86
2022-01-11 07:00:00+00:00,-15.85,-15.93
2022-01-11 07:15:00+00:00,-15.88,-15.92
2022-01-11 07:30:00+00:00,-15.88,-15.94
2022-01-11 07:45:00+00:00,-15.89,-15.95
2022-01-11 08:00:00+00:00,-15.87,-16.01
2022-01-11 08:15:00+00:00,-15.90,-16.28
2022-01-11 08:30:00+00:00,-15.88,-16.20
2022-01-11 08:45:00+00:00,-15.95,-16.06
2022-01-11 09:00:00+00:00,-15.82,-16.23
2022-01-11 09:15:00+00:00,-15.62,-16.33
2022-01-11 09:30:00+00:00,-15.54,-16.47
2022-01-11 09:45:00+00:00,-15.47,-16.25
2022-01-11 10:00:00+00:00,-15.54,-16.29
2022-01-11 10:15:00+00:00,-15.69,-16.07
2022-01-11 10:30:00+00:00,-15.61,-15.99
2022-01-11 10:45:00+00:00,-15.59,-15.94
2022-01-11 11:00:00+00:00,-15.69,-15.92
2022-01-11 11:15:00+00:00,-15.69,-15.92
2022-01-11 11:30:00+00:00,-15.59,-15.83
2022-01-11 11:45:00+00:00,-15.61,-15.74
2022-01-11 12:00:00+00:00,-15.78,-15.71
2022-01-11 12:15:00+00:00,-15.75,-15.75
2022-01-11 12:30:00+00:00,-15.62,-15.75
2022-01-11 12:45:00+00:00,-15.70,-15.72
2022-01-11 13:00:00+00:00,-15.59,-15.61
2022-01-11 13:15:00+00:00,-15.42,-15.54
2022-01-11 13:30:00+00:00,-15.35,-15.38
2022-01-11 13:45:00+00:00,-15.19,-15.14
2022-01-11 14:00:00+00:00,-14.90,-14.80
2022-01-11 14:15:00+00:00,-14.67,-14.47
2022-01-11 14:30:00+00:00,-14.17,-13.96
2022-01-11 14:45:00+00:00,-13.73,-13.50
2022-01-11 15:00:00+00:00,-13.24,-12.95
2022-01-11 15:15:00+00:00,-12.82,-12.44
2022-01-11 15:30:00+00:00,-12.41,-11.98
2022-01-11 15:45:00+00:00,-11.85,-11.31
2022-01-11 16:00:00+00:00,-11.47,-10.96
2022-01-11 16:15:00+00:00,-10.92,-10.21
2022-01-11 16:30:00+00:00,-10.56,-9.93
2022-01-11 16:45:00+00:00,-10.08,-9.39
2022-01-11 17:00:00+00:00,-9.60,-8.80
2022-01-11 17:15:00+00:00,-9.06,-8.37
2022-01-11 17:30:00+00:00,-8.54,-7.77
2022-01-11 17:45:00+00:00,-8.04,-7.30
2022-01-11 18:00:00+00:00,-7.26,-6.46
2022-01-11 18:15:00+00:00,-6.77,-5.97
2022-01-11 18:30:00+00:00,-6.37,-5.57
2022-01-11 18:45:00+00:00,-5.80,-5.02
2022-01-11 19:00:00+00:00,-5.09,-4.36
2022-01-11 19:15:00+00:00,-4.58,-3.87
2022-01-11 19:30:00+00:00,-3.96,-3.20
2022-01-11 19:45:00+00:00,-3.62,-2.85
2022-01-11 20:00:00+00:00,-3.11,-2.39
2022-01-11 20:15:00+00:00,-2.63,-1.98
2022-01-11 20:30:00+00:00,-2.17,-1.54
2022-01-11 20:45:00+00:00,-1.77,-1.14
2022-01-11 21:00:00+00:00,-1.28,-0.69
2022-01-11 21:15:00+00:00,-0.82,-0.27
2022-01-11 21:30:00+00:00,-0.56,-0.05
2022-01-11 21:45:00+00:00,-0.40,0.04
2022-01-11 22:00:00+00:00,-0.27,0.13
2022-01-11 22:15:00+00:00,-0.14,0.24
2022-01-11 22:30:00+00:00,-0.08,0.21
2022-01-11 22:45:00+00:00,0.02,0.28
2022-01-11 23:00:00+00:00,-0.02,0.23
2022-01-11 23:15:00+00:00,-0.07,0.17
2022-01-11 23:30:00+00:00,0.02,0.20
2022-01-11 23:45:00+00:00,0.17,0.34
2022-01-12 00:00:00+00:00,0.26,0.43
2022-01-12 00:15:00+00:00,0.40,0.62
2022-01-12 00:30:00+00:00,0.48,0.69
2022-01-12 00:45:00+00:00,0.48,0.71
2022-01-12 01:00:00+00:00,0.49,0.70
2022-01-12 01:15:00+00:00,0.57,0.76
2022-01-12 01:30:00+00:00,0.77,0.96
2022-01-12 01:45:00+00:00,0.77,1.00
2022-01-12 02:00:00+00:00,0.72,0.93
2022-01-12 02:15:00+00:00,0.75,0.93
2022-01-12 02:30:00+00:00,0.82,0.96
2022-01-12 02:45:00+00:00,0.96,1.14
2022-01-12 03:00:00+00:00,0.96,1.14
2022-01-12 03:15:00+00:00,0.90,1.05
2022-01-12 03:30:00+00:00,0.89,1.01
2022-01-12 03:45:00+00:00,0.94,1.09
2022-01-12 04:00:00+00:00,1.01,1.13
2022-01-12 04:15:00+00:00,1.01,1.16
2022-01-12 04:30:00+00:00,0.88,1.04
2022-01-12 04:45:00+00:00,0.89,1.02
2022-01-12 05:00:00+00:00,0.89,0.97
2022-01-12 05:15:00+00:00,0.95,0.97
2022-01-12 05:30:00+00:00,0.97,0.99
2022-01-12 05:45:00+00:00,0.97,0.99
2022-01-12 06:00:00+00:00,0.98,0.96
2022-01-12 06:15:00+00:00,1.16,1.05
2022-01-12 06:30:00+00:00,1.39,1.34
2022-01-12 06:45:00+00:00,1.47,1.40
2022-01-12 07:00:00+00:00,1.46,1.34
2022-01-12 07:15:00+00:00,1.41,1.21
2022-01-12 07:30:00+00:00,1.23,1.13
2022-01-12 07:45:00+00:00,1.09,0.94
2022-01-12 08:00:00+00:00,0.86,0.87
2022-01-12 08:15:00+00:00,0.55,0.49
2022-01-12 08:30:00+00:00,0.55,0.34
2022-01-12 08:45:00+00:00,0.51,0.28
2022-01-12 09:00:00+00:00,0.37,0.18
2022-01-12 09:15:00+00:00,0.19,-0.00
2022-01-12 09:30:00+00:00,0.25,-0.05
2022-01-12 09:45:00+00:00,0.21,-0.15
2022-01-12 10:00:00+00:00,0.16,-0.20
2022-01-12 10:15:00+00:00,0.31,-0.33
2022-01-12 10:30:00+00:00,0.53,-0.34
2022-01-12 10:45:00+00:00,0.41,-0.45
2022-01-12 11:00:00+00:00,0.44,-0.46
2022-01-12 11:15:00+00:00,0.84,-0.50
2022-01-12 11:30:00+00:00,0.69,-0.64
2022-01-12 11:45:00+00:00,0.68,-0.76
2022-01-12 12:00:00+00:00,0.68,-0.93
2022-01-12 12:15:00+00:00,0.02,-1.04
2022-01-12 12:30:00+00:00,-0.44,-1.07
2022-01-12 12:45:00+00:00,-0.16,-0.97
2022-01-12 13:00:00+00:00,0.36,-0.88
2022-01-12 13:15:00+00:00,0.46,-0.77
2022-01-12 13:30:00+00:00,0.54,-0.58
2022-01-12 13:45:00+00:00,0.15,-0.40
2022-01-12 14:00:00+00:00,0.20,-0.16
2022-01-12 14:15:00+00:00,-0.19,-0.23
2022-01-12 14:30:00+00:00,-0.06,-0.52
2022-01-12 14:45:00+00:00,-0.17,-0.31
2022-01-12 15:00:00+00:00,-0.37,-0.40
2022-01-12 15:15:00+00:00,0.29,-0.04
2022-01-12 15:30:00+00:00,0.03,0.19
2022-01-12 15:45:00+00:00,-0.08,0.26
2022-01-12 16:00:00+00:00,-0.01,0.43
2022-01-12 16:15:00+00:00,0.27,0.74
2022-01-12 16:30:00+00:00,0.67,1.20
2022-01-12 16:45:00+00:00,1.09,1.59
2022-01-12 17:00:00+00:00,1.18,1.67
2022-01-12 17:15:00+00:00,1.49,2.05
2022-01-12 17:30:00+00:00,1.74,2.27
2022-01-12 17:45:00+00:00,2.15,2.62
2022-01-12 18:00:00+00:00,2.52,2.95
2022-01-12 18:15:00+00:00,2.58,3.04
2022-01-12 18:30:00+00:00,2.43,2.90
2022-01-12 18:45:00+00:00,2.46,2.97
2022-01-12 19:00:00+00:00,2.35,2.85
2022-01-12 19:15:00+00:00,2.14,2.66
2022-01-12 19:30:00+00:00,2.15,2.68
2022-01-12 19:45:00+00:00,2.15,2.73
2022-01-12 20:00:00+00:00,2.29,2.93
2022-01-12 20:15:00+00:00,2.48,3.15
2022-01-12 20:30:00+00:00,2.59,3.18
2022-01-12 20:45:00+00:00,2.62,3.18
2022-01-12 21:00:00+00:00,2.69,3.23
2022-01-12 21:15:00+00:00,2.59,3.07
2022-01-12 21:30:00+00:00,2.70,3.15
2022-01-12 21:45:00+00:00,2.61,3.03
2022-01-12 22:00:00+00:00,2.65,2.88
2022-01-12 22:15:00+00:00,2.82,2.91
2022-01-12 22:30:00+00:00,2.72,2.87
2022-01-12 22:45:00+00:00,2.61,2.80
2022-01-12 23:00:00+00:00,2.45,2.55
2022-01-12 23:15:00+00:00,2.27,2.35
2022-01-12 23:30:00+00:00,2.11,2.16
2022-01-12 23:45:00+00:00,1.84,1.96
2022-01-13 00:00:00+00:00,1.56,1.75
2022-01-13 00:15:00+00:00,1.63,1.76
2022-01-13 00:30:00+00:00,1.62,1.83
2022-01-13 00:45:00+00:00,1.70,1.85
2022-01-13 01:00:00+00:00,1.65,1.76
2022-01-13 01:15:00+00:00,1.66,1.75
2022-01-13 01:30:00+00:00,1.82,1.69
2022-01-13 01:45:00+00:00,1.93,1.59
2022-01-13 02:00:00+00:00,1.82,1.55
2022-01-13 02:15:00+00:00,1.54,1.35
2022-01-13 02:30:00+00:00,1.69,1.29
2022-01-13 02:45:00+00:00,1.57,1.00
2022-01-13 03:00:00+00:00,1.32,0.84
2022-01-13 03:15:00+00:00,1.28,0.74
2022-01-13 03:30:00+00:00,1.52,0.80
2022-01-13 03:45:00+00:00,1.75,0.71
2022-01-13 04:00:00+00:00,1.40,0.52
2022-01-13 04:15:00+00:00,1.34,0.43
2022-01-13 04:30:00+00:00,1.53,0.45
2022-01-13 04:45:00+00:00,1.55,0.42
2022-01-13 05:00:00+00:00,1.85,0.59
2022-01-13 05:15:00+00:00,1.75,0.60
2022-01-13 05:30:00+00:00,2.08,0.26
2022-01-13 05:45:00+00:00,1.97,0.24
2022-01-13 06:00:00+00:00,2.19,0.19
2022-01-13 06:15:00+00:00,2.20,0.16
2022-01-13 06:30:00+00:00,2.00,-0.10
2022-01-13 06:45:00+00:00,0.88,-0.63
2022-01-13 07:00:00+00:00,0.57,-1.45
2022-01-13 07:15:00+00:00,0.63,-1.43
2022-01-13 07:30:00+00:00,0.50,-1.16
2022-01-13 07:45:00+00:00,0.72,-0.86
2022-01-13 08:00:00+00:00,0.65,-0.69
2022-01-13 08:15:00+00:00,0.75,-0.80
2022-01-13 08:30:00+00:00,0.79,-0.85
2022-01-13 08:45:00+00:00,0.62,-1.03
2022-01-13 09:00:00+00:00,0.60,-1.00
2022-01-13 09:15:00+00:00,0.44,-1.10
2022-01-13 09:30:00+00:00,0.62,-1.14
2022-01-13 09:45:00+00:00,1.06,-1.00
2022-01-13 10:00:00+00:00,1.35,-0.90
2022-01-13 10:15:00+00:00,1.35,-0.58
2022-01-13 10:30:00+00:00,1.51,-0.37
2022-01-13 10:45:00+00:00,1.49,-0.14
2022-01-13 11:00:00+00:00,1.13,0.14
2022-01-13 11:15:00+00:00,0.94,0.29
2022-01-13 11:30:00+00:00,1.06,0.53
2022-01-13 11:45:00+00:00,1.03,0.59
2022-01-13 12:00:00+00:00,0.95,0.66
2022-01-13 12:15:00+00:00,1.13,0.84
2022-01-13 12:30:00+00:00,1.12,1.13
2022-01-13 12:45:00+00:00,1.20,1.29
2022-01-13 13:00:00+00:00,1.24,1.40
2022-01-13 13:15:00+00:00,1.34,1.57
2022-01-13 13:30:00+00:00,1.41,1.69
2022-01-13 13:45:00+00:00,1.34,1.66
2022-01-13 14:00:00+00:00,1.20,1.55
2022-01-13 14:15:00+00:00,1.20,1.55
2022-01-13 14:30:00+00:00,1.20,1.58
2022-01-13 14:45:00+00:00,1.19,1.63
2022-01-13 15:00:00+00:00,1.29,1.78
2022-01-13 15:15:00+00:00,1.65,2.16
2022-01-13 15:30:00+00:00,1.91,2.40
2022-01-13 15:45:00+00:00,2.25,2.80
2022-01-13 16:00:00+00:00,2.64,3.16
2022-01-13 16:15:00+00:00,2.94,3.53
2022-01-13 16:30:00+00:00,3.12,3.81
2022-01-13 16:45:00+00:00,3.20,3.98
2022-01-13 17:00:00+00:00,3.33,4.07
2022-01-13 17:15:00+00:00,3.34,4.05
2022-01-13 17:30:00+00:00,3.48,4.17
2022-01-13 17:45:00+00:00,3.53,4.30
2022-01-13 18:00:00+00:00,3.33,4.09
2022-01-13 18:15:00+00:00,3.32,4.13
2022-01-13 18:30:00+00:00,3.21,3.95
2022-01-13 18:45:00+00:00,3.06,3.88
2022-01-13 19:00:00+00:00,3.05,3.74
2022-01-13 19:15:00+00:00,3.13,3.91
2022-01-13 19:30:00+00:00,3.52,4.41
2022-01-13 19:45:00+00:00,3.86,4.73
2022-01-13 20:00:00+00:00,3.87,4.57
2022-01-13 20:15:00+00:00,3.78,4.56
2022-01-13 20:30:00+00:00,3.51,4.20
2022-01-13 20:45:00+00:00,3.51,4.16
2022-01-13 21:00:00+00:00,3.58,4.27
2022-01-13 21:15:00+00:00,3.55,4.23
2022-01-13 21:30:00+00:00,3.55,4.14
2022-01-13 21:45:00+00:00,3.53,4.13
2022-01-13 22:00:00+00:00,3.49,4.05
2022-01-13 22:15:00+00:00,3.43,3.94
2022-01-13 22:30:00+00:00,3.26,3.72
2022-01-13 22:45:00+00:00,3.15,3.49
2022-01-13 23:00:00+00:00,3.09,3.31
2022-01-13 23:15:00+00:00,3.13,3.26
2022-01-13 23:30:00+00:00,3.08,3.25
2022-01-13 23:45:00+00:00,2.58,2.79
2022-01-14 00:00:00+00:00,2.45,2.72
2022-01-14 00:15:00+00:00,2.43,2.67
2022-01-14 00:30:00+00:00,2.46,2.59
2022-01-14 00:45:00+00:00,2.49,2.62
2022-01-14 01:00:00+00:00,2.36,2.34
2022-01-14 01:15:00+00:00,2.39,2.66
2022-01-14 01:30:00+00:00,2.30,2.57
2022-01-14 01:45:00+00:00,2.25,2.51
2022-01-14 02:00:00+00:00,2.16,2.45
2022-01-14 02:15:00+00:00,2.06,2.34
2022-01-14 02:30:00+00:00,1.99,2.27
2022-01-14 02:45:00+00:00,1.98,2.20
2022-01-14 03:00:00+00:00,2.01,2.19
2022-01-14 03:15:00+00:00,2.02,2.15
2022-01-14 03:30:00+00:00,2.00,2.14
2022-01-14 03:45:00+00:00,1.99,2.12
2022-01-14 04:00:00+00:00,1.98,2.11
2022-01-14 04:15:00+00:00,1.94,2.01
2022-01-14 04:30:00+00:00,1.94,1.96
2022-01-14 04:45:00+00:00,1.92,1.91
2022-01-14 05:00:00+00:00,1.86,1.85
2022-01-14 05:15:00+00:00,1.82,1.94
2022-01-14 05:30:00+00:00,1.67,1.97
2022-01-14 05:45:00+00:00,1.58,1.93
2022-01-14 06:00:00+00:00,1.43,1.80
2022-01-14 06:15:00+00:00,1.27,1.66
2022-01-14 06:30:00+00:00,1.14,1.55
2022-01-14 06:45:00+00:00,1.03,1.46
2022-01-14 07:00:00+00:00,0.94,1.37
2022-01-14 07:15:00+00:00,0.88,1.32
2022-01-14 07:30:00+00:00,0.87,1.30
2022-01-14 07:45:00+00:00,0.89,1.30
2022-01-14 08:00:00+00:00,0.94,1.34
2022-01-14 08:15:00+00:00,0.97,1.37
2022-01-14 08:30:00+00:00,0.97,1.38
2022-01-14 08:45:00+00:00,0.91,1.34
2022-01-14 09:00:00+00:00,0.72,1.17
2022-01-14 09:15:00+00:00,0.55,1.00
2022-01-14 09:30:00+00:00,0.38,0.82
2022-01-14 09:45:00+00:00,0.27,0.71
2022-01-14 10:00:00+00:00,0.19,0.64
2022-01-14 10:15:00+00:00,0.16,0.62
2022-01-14 10:30:00+00:00,0.09,0.56
2022-01-14 10:45:00+00:00,0.04,0.50
2022-01-14 11:00:00+00:00,-0.06,0.40
2022-01-14 11:15:00+00:00,-0.10,0.36
2022-01-14 11:30:00+00:00,-0.16,0.30
2022-01-14 11:45:00+00:00,-0.23,0.22
2022-01-14 12:00:00+00:00,-0.28,0.16
2022-01-14 12:15:00+00:00,-0.30,0.13
2022-01-14 12:30:00+00:00,-0.34,0.09
2022-01-14 12:45:00+00:00,-0.44,0.01
2022-01-14 13:00:00+00:00,-0.55,-0.10
2022-01-14 13:15:00+00:00,-0.65,-0.19
2022-01-14 13:30:00+00:00,-0.73,-0.27
2022-01-14 13:45:00+00:00,-0.75,-0.30
2022-01-14 14:00:00+00:00,-0.79,-0.33
2022-01-14 14:15:00+00:00,-0.84,-0.37
2022-01-14 14:30:00+00:00,-0.95,-0.47
2022-01-14 14:45:00+00:00,-1.03,-0.54
2022-01-14 15:00:00+00:00,-1.14,-0.65
2022-01-14 15:15:00+00:00,-1.19,-0.70
2022-01-14 15:30:00+00:00,-1.25,-0.76
2022-01-14 15:45:00+00:00,-1.42,-0.90
2022-01-14 16:00:00+00:00,-1.46,-0.93
2022-01-14 16:15:00+00:00,-1.50,-0.95
2022-01-14 16:30:00+00:00,-1.53,-0.98
2022-01-14 16:45:00+00:00,-1.63,-1.06
2022-01-14 17:00:00+00:00,-1.71,-1.14
2022-01-14 17:15:00+00:00,-1.79,-1.21
2022-01-14 17:30:00+00:00,-1.77,-1.19
2022-01-14 17:45:00+00:00,-1.84,-1.26
2022-01-14 18:00:00+00:00,-1.84,-1.24
2022-01-14 18:15:00+00:00,-1.99,-1.38
2022-01-14 18:30:00+00:00,-2.05,-1.43
2022-01-14 18:45:00+00:00,-2.07,-1.47
2022-01-14 19:00:00+00:00,-1.96,-1.40
2022-01-14 19:15:00+00:00,-1.90,-1.34
2022-01-14 19:30:00+00:00,-1.81,-1.27
2022-01-14 19:45:00+00:00,-1.82,-1.27
2022-01-14 20:00:00+00:00,-1.73,-1.18
2022-01-14 20:15:00+00:00,-1.62,-1.07
2022-01-14 20:30:00+00:00,-1.44,-0.89
2022-01-14 20:45:00+00:00,-1.36,-0.82
2022-01-14 21:00:00+00:00,-1.36,-0.82
2022-01-14 21:15:00+00:00,-1.41,-0.85
2022-01-14 21:30:00+00:00,-1.45,-0.93
2022-01-14 21:45:00+00:00,-1.48,-0.97
2022-01-14 22:00:00+00:00,-1.50,-0.98
2022-01-14 22:15:00+00:00,-1.59,-1.10
2022-01-14 22:30:00+00:00,-1.66,-1.20
2022-01-14 22:45:00+00:00,-1.75,-1.29
2022-01-14 23:00:00+00:00,-1.80,-1.34
2022-01-14 23:15:00+00:00,-1.84,-1.37
2022-01-14 23:30:00+00:00,-1.87,-1.41
2022-01-14 23:45:00+00:00,-1.88,-1.41
2022-01-15 00:00:00+00:00,-1.85,-1.39
2022-01-15 00:15:00+00:00,-1.81,-1.35
2022-01-15 00:30:00+00:00,-1.81,-1.35
2022-01-15 00:45:00+00:00,-1.81,-1.35
2022-01-15 01:00:00+00:00,-1.86,-1.39
2022-01-15 01:15:00+00:00,-1.90,-1.43
2022-01-15 01:30:00+00:00,-2.01,-1.53
2022-01-15 01:45:00+00:00,-2.37,-1.89
2022-01-15 02:00:00+00:00,-2.70,-2.23
2022-01-15 02:15:00+00:00,-2.93,-2.45
2022-01-15 02:30:00+00:00,-3.06,-2.58
2022-01-15 02:45:00+00:00,-3.19,-2.72
2022-01-15 03:00:00+00:00,-3.25,-2.78
2022-01-15 03:15:00+00:00,-3.30,-2.83
2022-01-15 03:30:00+00:00,-3.38,-2.91
2022-01-15 03:45:00+00:00,-3.47,-3.00
2022-01-15 04:00:00+00:00,-3.56,-3.10
2022-01-15 04:15:00+00:00,-3.59,-3.12
2022-01-15 04:30:00+00:00,-3.63,-3.16
2022-01-15 04:45:00+00:00,-3.68,-3.21
2022-01-15 05:00:00+00:00,-3.73,-3.26
2022-01-15 05:15:00+00:00,-3.81,-3.34
2022-01-15 05:30:00+00:00,-3.93,-3.46
2022-01-15 05:45:00+00:00,-4.02,-3.55
2022-01-15 06:00:00+00:00,-4.17,-3.70
2022-01-15 06:15:00+00:00,-4.22,-3.75
2022-01-15 06:30:00+00:00,-4.36,-3.88
2022-01-15 06:45:00+00:00,-4.55,-4.08
2022-01-15 07:00:00+00:00,-4.66,-4.19
2022-01-15 07:15:00+00:00,-4.75,-4.29
2022-01-15 07:30:00+00:00,-4.84,-4.38
2022-01-15 07:45:00+00:00,-4.90,-4.43
2022-01-15 08:00:00+00:00,-5.03,-4.55
2022-01-15 08:15:00+00:00,-5.10,-4.64
2022-01-15 08:30:00+00:00,-5.14,-4.68
2022-01-15 08:45:00+00:00,-5.25,-4.78
2022-01-15 09:00:00+00:00,-5.34,-4.89
2022-01-15 09:15:00+00:00,-5.44,-4.99
2022-01-15 09:30:00+00:00,-5.46,-5.01
2022-01-15 09:45:00+00:00,-5.52,-5.07
2022-01-15 10:00:00+00:00,-5.57,-5.11
2022-01-15 10:15:00+00:00,-5.60,-5.15
2022-01-15 10:30:00+00:00,-5.65,-5.20
2022-01-15 10:45:00+00:00,-5.74,-5.28
2022-01-15 11:00:00+00:00,-5.85,-5.39
2022-01-15 11:15:00+00:00,-5.90,-5.45
2022-01-15 11:30:00+00:00,-5.96,-5.50
2022-01-15 11:45:00+00:00,-6.08,-5.60
2022-01-15 12:00:00+00:00,-6.24,-5.76
2022-01-15 12:15:00+00:00,-6.35,-5.88
2022-01-15 12:30:00+00:00,-6.34,-5.87
2022-01-15 12:45:00+00:00,-6.37,-5.91
2022-01-15 13:00:00+00:00,-6.42,-5.95
2022-01-15 13:15:00+00:00,-6.46,-6.00
2022-01-15 13:30:00+00:00,-6.53,-6.07
2022-01-15 13:45:00+00:00,-6.52,-6.06
2022-01-15 14:00:00+00:00,-6.47,-6.01
2022-01-15 14:15:00+00:00,-6.45,-5.97
2022-01-15 14:30:00+00:00,-6.44,-5.93
2022-01-15 14:45:00+00:00,-6.45,-5.92
2022-01-15 15:00:00+00:00,-6.55,-6.00
2022-01-15 15:15:00+00:00,-6.59,-6.02
2022-01-15 15:30:00+00:00,-6.66,-6.09
2022-01-15 15:45:00+00:00,-6.61,-6.00
2022-01-15 16:00:00+00:00,-6.67,-6.06
2022-01-15 16:15:00+00:00,-6.66,-6.02
2022-01-15 16:30:00+00:00,-6.77,-6.20
2022-01-15 16:45:00+00:00,-6.45,-5.79
2022-01-15 17:00:00+00:00,-6.50,-5.70
2022-01-15 17:15:00+00:00,-6.73,-5.98
2022-01-15 17:30:00+00:00,-6.70,-5.99
2022-01-15 17:45:00+00:00,-6.18,-5.29
2022-01-15 18:00:00+00:00,-6.14,-5.30
2022-01-15 18:15:00+00:00,-6.09,-5.25
2022-01-15 18:30:00+00:00,-6.10,-5.27
2022-01-15 18:45:00+00:00,-6.32,-5.50
2022-01-15 19:00:00+00:00,-6.23,-5.48
2022-01-15 19:15:00+00:00,-6.18,-5.29
2022-01-15 19:30:00+00:00,-6.03,-5.19
2022-01-15 19:45:00+00:00,-5.94,-5.04
2022-01-15 20:00:00+00:00,-6.08,-5.28
2022-01-15 20:15:00+00:00,-5.78,-5.00
2022-01-15 20:30:00+00:00,-5.95,-5.14
2022-01-15 20:45:00+00:00,-6.00,-5.22
2022-01-15 21:00:00+00:00,-5.83,-5.09
2022-01-15 21:15:00+00:00,-5.88,-5.16
2022-01-15 21:30:00+00:00,-6.08,-5.45
2022-01-15 21:45:00+00:00,-6.02,-5.39
2022-01-15 22:00:00+00:00,-5.96,-5.39
2022-01-15 22:15:00+00:00,-6.09,-5.60
2022-01-15 22:30:00+00:00,-6.12,-5.71
2022-01-15 22:45:00+00:00,-6.25,-5.92
2022-01-15 23:00:00+00:00,-6.41,-6.15
2022-01-15 23:15:00+00:00,-6.47,-6.31
2022-01-15 23:30:00+00:00,-6.47,-6.27
2022-01-15 23:45:00+00:00,-6.53,-6.37
2022-01-16 00:00:00+00:00,-6.66,-6.65
2022-01-16 00:15:00+00:00,-6.67,-6.84
2022-01-16 00:30:00+00:00,-6.67,-7.00
2022-01-16 00:45:00+00:00,-6.66,-7.20
2022-01-16 01:00:00+00:00,-6.65,-7.12
2022-01-16 01:15:00+00:00,-6.62,-7.23
2022-01-16 01:30:00+00:00,-6.55,-7.31
2022-01-16 01:45:00+00:00,-6.52,-7.29
2022-01-16 02:00:00+00:00,-6.50,-7.36
2022-01-16 02:15:00+00:00,-6.43,-7.50
2022-01-16 02:30:00+00:00,-6.35,-7.50
2022-01-16 02:45:00+00:00,-6.42,-7.61
2022-01-16 03:00:00+00:00,-6.71,-8.05
2022-01-16 03:15:00+00:00,-6.94,-8.11
2022-01-16 03:30:00+00:00,-7.01,-8.13
2022-01-16 03:45:00+00:00,-7.12,-8.00
2022-01-16 04:00:00+00:00,-7.28,-8.20
2022-01-16 04:15:00+00:00,-7.32,-8.27
2022-01-16 04:30:00+00:00,-7.31,-8.25
2022-01-16 04:45:00+00:00,-7.31,-8.34
2022-01-16 05:00:00+00:00,-7.37,-8.23
2022-01-16 05:15:00+00:00,-7.44,-8.24
2022-01-16 05:30:00+00:00,-7.61,-8.32
2022-01-16 05:45:00+00:00,-7.88,-8.69
2022-01-16 06:00:00+00:00,-8.09,-8.83
2022-01-16 06:15:00+00:00,-8.40,-9.02
2022-01-16 06:30:00+00:00,-8.79,-9.10
2022-01-16 06:45:00+00:00,-8.89,-9.15
2022-01-16 07:00:00+00:00,-8.95,-9.28
2022-01-16 07:15:00+00:00,-8.99,-9.43
2022-01-16 07:30:00+00:00,-8.98,-9.34
2022-01-16 07:45:00+00:00,-9.04,-9.54
2022-01-16 08:00:00+00:00,-9.14,-9.73
2022-01-16 08:15:00+00:00,-9.24,-9.92
2022-01-16 08:30:00+00:00,-9.28,-10.15
2022-01-16 08:45:00+00:00,-9.52,-10.26
2022-01-16 09:00:00+00:00,-9.83,-10.44
2022-01-16 09:15:00+00:00,-9.87,-10.52
2022-01-16 09:30:00+00:00,-10.11,-10.50
2022-01-16 09:45:00+00:00,-9.97,-10.44
2022-01-16 10:00:00+00:00,-9.87,-10.37
2022-01-16 10:15:00+00:00,-9.96,-10.59
2022-01-16 10:30:00+00:00,-10.12,-10.72
2022-01-16 10:45:00+00:00,-10.22,-10.79
2022-01-16 11:00:00+00:00,-10.28,-10.81
2022-01-16 11:15:00+00:00,-10.32,-10.88
2022-01-16 11:30:00+00:00,-10.45,-11.07
2022-01-16 11:45:00+00:00,-10.50,-11.09
2022-01-16 12:00:00+00:00,-10.43,-11.03
2022-01-16 12:15:00+00:00,-10.49,-10.94
2022-01-16 12:30:00+00:00,-10.55,-10.89
2022-01-16 12:45:00+00:00,-10.62,-11.12
2022-01-16 13:00:00+00:00,-10.71,-11.46
2022-01-16 13:15:00+00:00,-10.81,-11.47
2022-01-16 13:30:00+00:00,-10.82,-11.39
2022-01-16 13:45:00+00:00,-10.81,-11.37
2022-01-16 14:00:00+00:00,-10.75,-10.98
2022-01-16 14:15:00+00:00,-10.70,-10.74
2022-01-16 14:30:00+00:00,-10.63,-10.48
